canonical_team_id,canonical_team_name,provider_team_id,canonical_venue_id,canonical_venue_name,provider_venue_id,club_venue_id,relationship_type,relationship_status,competition,country,editorial_subject,display_name,supporting_line,maps_destination,classification,audience,pre_match_status,business_status,pre_match_confidence,display_order,btm_evidence_url,btm_evidence_classification,ticket_url,ticket_description,ticket_evidence_url,ticket_section,ticket_topic,ticket_source_type,ticket_status,ticket_confidence,entry_description,entry_evidence_url,entry_section,entry_topic,entry_source_type,publication_status,intentional_null,exception_review_note
531,Athletic Club,531,23262,San Mamés Barria,1460,,,,La Liga,Spain,Athletic Club,Licenciado Poza / Athletic Plaza,"Licenciado Poza is the bar-lined pre-match street leading toward San Mamés and part of the wider Athletic Plaza matchday area. Head for the central stretch of Licenciado Poza, then continue west toward the stadium.","Calle Licenciado Poza 20, 48011 Bilbao, Spain",SUPPORTER_AREA,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,INDEPENDENT,https://www.athletic-club.eus/entradas/,Buy tickets through Athletic Club's official ticket route.,https://www.athletic-club.eus/entradas/,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,False,
530,Atlético de Madrid,530,23261,Estádio Cívitas Metropolitano,19217,,,,La Liga,Spain,Atlético de Madrid,Metropolitano Fan Zone,A recurring pre-match fan-zone environment in the surrounds of the Metropolitano. Go to the stadium complex and follow the matchday fan-zone signage once you arrive.,"Riyadh Air Metropolitano, Avenida de Luis Aragonés 4, Madrid, Spain",CLUB_MATCHDAY_VENUE,HOME,CURRENT,NOT_APPLICABLE,HIGH,1,,OFFICIAL,https://www.atleticodemadrid.com/listado-de-entradas,Buy tickets through Atlético de Madrid's official ticket route.,https://www.atleticodemadrid.com/listado-de-entradas,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,False,
727,CA Osasuna,727,23275,El Sadar,1486,,,,La Liga,Spain,CA Osasuna,,,,,,,,,,,,https://entradas.osasuna.es/,Buy tickets through CA Osasuna's official ticket route.,https://entradas.osasuna.es/,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
538,Celta Vigo,538,23266,Abanca-Balaídos,22784,,,,La Liga,Spain,Celta Vigo,,,,,,,,,,,,https://rccelta.es/entradas/,Buy tickets through Celta Vigo's official ticket route.,https://rccelta.es/entradas/,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
542,Deportivo Alavés,542,23270,Mendizorroza,1470,,,,La Liga,Spain,Deportivo Alavés,,,,,,,,,,,,https://deportivoalaves.com/es/entradas,Buy tickets through Deportivo Alavés's official ticket route.,https://deportivoalaves.com/es/entradas,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
797,Elche CF,797,23277,Manuel Martínez Valero,1473,,,,La Liga,Spain,Elche CF,,,,,,,,,,,,https://entradas.elchecf.es/,Buy tickets through Elche CF's official ticket route.,https://entradas.elchecf.es/,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
529,FC Barcelona,529,23260,Camp Nou,19939,,,,La Liga,Spain,FC Barcelona,,,,,,,,,,,,https://www.fcbarcelona.com/en/entradas/futbol,Buy tickets through FC Barcelona's official ticket route.,https://www.fcbarcelona.com/en/entradas/futbol,tickets_entry,Tickets,official,current,high,"With Espai Barça works continuing, there is no vehicle access to Spotify Camp Nou; use the pedestrian access shown on your ticket and arrive by public transport or on foot.",https://www.fcbarcelona.com/en/club/stadium/getting-to-camp-nou,tickets_entry,Entry,official,READY_FOR_PUBLICATION,True,Canonical row is Camp Nou; Spotify Camp Nou may be used editorially as a naming alias without creating a second venue.
546,Getafe CF,546,23273,Coliseum,20422,,,,La Liga,Spain,Getafe CF,,,,,,,,,,,,https://www.getafecf.com/entradas,Buy tickets through Getafe CF's official ticket route.,https://www.getafecf.com/entradas,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
539,Levante UD,539,23267,Ciudad de Valencia,1482,,,,La Liga,Spain,Levante UD,,,,,,,,,,,,https://ticketing.levanteud.com/es,Buy tickets through Levante UD's official ticket route.,https://ticketing.levanteud.com/es,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,True,
535,Málaga CF,535,23264,La Rosaleda,1483,,,,La Liga,Spain,Málaga CF,Martiricos / SúperPrevia,"The Martiricos streets around La Rosaleda host Málaga's pre-match build-up, with the club's SúperPrevia activity adding to the atmosphere on matchdays. Aim for the stadium-side Martiricos area before heading to the gates.","Estadio La Rosaleda, Paseo de Martiricos, Málaga, Spain",SUPPORTER_AREA,HOME,CURRENT,NOT_APPLICABLE,MEDIUM,1,,OFFICIAL,https://entradas.malagacf.com/,Buy tickets through Málaga CF's official ticket route.,https://entradas.malagacf.com/,tickets_entry,Tickets,official,current,high,,,,,,READY_FOR_PUBLICATION,False,
